Platform,App,User,Date,Rating,Review,Title
Apple App Store,Notion,Random cool peep,10/30/25 17:30,5,"Used to just use the Notepad app, but this is wayyyy better. Kind of a lot of buttons at times which can seem intimidating but once you learn em it just makes everything so efficient. There’s some free templates in here too that make it fun to organize everything. 

For example there’s a “Track your Habits Template” and you can add whatever you want, pick a cute lil icon, and when you mark it as “done” it makes a lil streak flame and lights up green on a calendar. Scratches that itch that a normal bubble-in feature doesn’t. 

So far I haven’t found a notifications thing or alarm function but I’m confident if I actually look I’ll find something",Notepad 2.0 With Huge Upgrade
Apple App Store,Notion,Mojo jojojojojojojojo,10/31/25 17:30,5,"This app is truly wonderful, and I hope they never change the free version because it has been life changing for me. Having such a robust, powerful note app for free is a blessing. The only thing I wish for, is offline note storage and editing, as at work I often don’t have signal. I think this is something I would gladly pay monthly for! That’s it! Keep the great app free, then add awesome benefits like offline notes for subscribers.
P.S. please never limit number of notes for free amounts, especially if charging a large monthly fee, and don’t spam users to subscribe! It only make people want to uninstall your app! *cough evernote*","Wonderful note app, just need one thing"
Apple App Store,Notion,angry supporte,11/1/25 17:30,1,"I had been using notion for about a year when I decided to use a teamspace to plan something with friends. All of a sudden I was limited in how much I could write, so I tried to leave the teamspace which was nearly IMPOSSIBLE. I finally did and it sent me to the start page (when it asks what you’ll use notion for) and once I moved past it everything I had worked on was GONE. 

I know people have had similar issues",Teamspaces deleted everything I had worked on
Apple App Store,Notion,Malatrixte,11/2/25 17:30,1,Terrible tech support!!!!! Don’t relay on them. Honestly.,Developer
Apple App Store,Notion,Gab4L,11/3/25 17:30,4,"Before a recent update, I was able to go into pages and see everything offline. Now im not even able to click on a page unless I am online which is difficult because I dont always have data or WiFi access. Is this just a bug? Other than that the app is really great.",Offline work error?
Apple App Store,Notion,CastChance,11/4/25 17:30,1,"Notion is great— I only gave this a 1-Star Review because they wouldn’t read or pay attention to my review otherwise, but there is something on mobile that desperately needs to be fixed!! On mobile there is no way to align texts! I can’t center-align or right-align anything! There is no button for it! Please please please fix this, it’s driving me crazy and it such a shame that such a good app with so many resources doesn’t allow you to align texts the way you want them to! Also, a button for paragraph indents are essential! Please pay attention to your mobile users! Many thanks! 

 P.S: Use the word “shark” so I know the response isn’t auto-generated and that a real person has read my review.",This needs to be fixed ASAP!!
Apple App Store,Notion,Key Rosse,11/5/25 17:30,5,Siempre me ayuda a organizar mis ideas. Es como un cuaderno y agenda electrónica. Pero siempre sorprende con más.,Excelente organizador de ideas.
Apple App Store,Notion,just.this.guy,11/6/25 17:30,1,"One vital function it to accept a shared piece of information. It used to do it ok. Now it fails. “Something went wrong” I logged out and back in. I restarted my phone. Still broken. They have no support.  I need to look for an alternative 



Original review:
Just cause it’s a URL does NOT mean I want a link

I paste a URL into a title field so I can edit it into the title I want but they ASSUME that I must want a link. As soon as that happens, editing it is nearly impossible.  

And where exactly is the template for the ‘My links’ page?

It has potential but needs lots of work.",They broke it
Apple App Store,Notion,Priyanka yo,11/7/25 17:30,5,I love this app. It makes it fun to plan your life and do things,Makes it fun
Apple App Store,Notion,ساره بلال,11/8/25 17:30,2,"Add the Arabic language. There are many Arab countries that will benefit from this application, but it is incomprehensible English, but it is very beautiful, only the Arabic language is missing, please add it","Add the Arabic language. There are many Arab countries that will benefit from this application, but"
Apple App Store,Notion,Praveenkhse,11/9/25 17:30,5,I love notion in all ways coz it eases my work . Thanks.,Great app for all
Apple App Store,Notion,JeanellieChrystale,11/10/25 17:30,3,The last update has caused my roll-up photos to only show question marks.,Media rollups not working
Apple App Store,Notion,JulioGuillen80,11/11/25 17:30,1,Too slow,Too slow
Apple App Store,Notion,AerysWick,11/12/25 17:30,1,It is so difficult to edit properties and even update things on my phone. This needs to be fixed. I don’t even want to use this anymore to keep my notes cause I’m wasting so much time trying to get it to work!,Horrible on Phone
Apple App Store,Notion,Rezzenonne,11/13/25 17:30,2,"This is still the best multi platform tool. However, using on iOS or iPadOS is a pain because this is basically a web wrapper. It freezes when we pasting text because the “pop-up”/context menu doesn’t show 99% of the time so I’m constantly force closing. 
It’s so egregious that I’m searching for a more user friendly alternative even if some features are absent.",Marginal
Apple App Store,Evernote,PasMaj,11/14/25 17:30,1,"Used Evernote for a decade. Finding notes by searching the content has always had the accuracy of Yahoo. I hoped that AI would have changed this but it has not. Using it to search for the most obvious content is near fruitless. Standard searching with quotation marks, at least on the app, returns results with any word (not all words) in the search box. I do not understand why this issue would not be fixed, especially for subscribed customers.",Nice but note keeping up
Apple App Store,Evernote,Lori Dori Isom,11/15/25 17:30,5,Evernote has been such a TREASURE for me to Digitally Organize my Life! Thanks to Everyone who helps keep Evernote up to date!🙏🏼,One of my Very Best Recommendations
Apple App Store,Evernote,Skaaii,11/16/25 17:30,1,"I’ve bee using Evernote for 15 years and at first loved the idea of searchable notes and platform independence, but every year Evernote kept BLOATING the software, adding more features and slowing down the experience. It was supposed to be light and fast and now is a slow and bloated as Microsoft outlook. Notes is on my Mac scroll so slow and flash. Then every few days the app interrupts me to force another worthless (to me) update. If you bring this up with Evernote, they give you some boilerplate excuse about caring and then keep on doing the very thing that makes it worse. I’m only using it now because I’m trappped with hundreds of notes, but as soon as an alternative shows up (platform agnostic, searchable, fast, lightweight and good with long text notes) I’m leaving this horribly bloated app and cancelling my subscription. Evernote doesn’t care, they talk but their actions prove they don’t care.",Terrible. Slow like ms outlook and updates always make things worse
Apple App Store,Evernote,avelan,11/17/25 17:30,3,Considered a one star review. Desktop doesn’t work sometimes when WiFi is out. Slow desktop version. Sync across devices sometimes lags. AI search is worse than regular. Reached out to team to give feedback multiple times and never heard back.,Product needs so much work
Apple App Store,Evernote,jbcoulee,11/18/25 17:30,3,"Indispensable. So many ways to use. So many, many recent improvements. Best note app on the market, but it does so much more!",Fantastic App
Apple App Store,Evernote,lindamarie22,11/19/25 17:30,5,Keeps my life organized & sane,Love Evernote!
Apple App Store,Evernote,guessur,11/20/25 17:30,5,Use it everyday. Worth the money.,Great app!
Apple App Store,Evernote,Gbrack95,11/21/25 17:30,1,I had to delete it because of how insanely intrusive it is with signing up for a plan. There is no other app out there that is so obnoxious.,Needlessly Intrusive
Apple App Store,Evernote,rmlee86,11/22/25 17:30,2,Considering not renewing my subscription. I had a situation where I needed to record information quickly and was met with what seemed like endless notices before I could do what I needed. I pay a lot for this subscription and want to be left alone. If I want to know what’s new I will ask.,Constant changes
Apple App Store,Evernote,C.Oblivion,11/23/25 17:30,3,"Your app has become too feature saturated with no way of removing or hiding unused features such as AI. Having these features on a tool bar at the top of the keyboard creates an unfortunate inconvenience of accidental engagement of an unwanted items. For the price point, I expect more options of customization.",The most expensive app has no customization.
Apple App Store,Evernote,Ruler guy,11/24/25 17:30,5,I love Evernote for its simplicity but its complexity. I don't need the majority of its features but I'm glad I have them. The one thing I don't like is that I can't make PDF's directly on my phone. Huge oversight and something I really need.,Novice User Review
Apple App Store,Evernote,Joliver332,11/25/25 17:30,1,Every time I launch the app it makes me go to a website to verify my information then it says that the information is not valid so I spend anywhere from 2 to 3 minutes every morning trying to get into the app… then the app wants to update constantly. I spend more time logging in and updating the app than I do taking notes. Given how unattentive and incompetent the development team is… make me wonder if evernote will be around in a year.,Worse and worse and unsafe
Apple App Store,Evernote,LSSU1977,11/26/25 17:30,5,I’m always recommending it to everyone. Even people I don’t know!,Love Love Love Evernote!
Apple App Store,Evernote,nottidicabiria,11/27/25 17:30,5,Use it every day for everything,Decade user
Apple App Store,Evernote,8Fix-this!,11/28/25 17:30,4,"When I search for a keyword, it brings up the notes that contain that keyword. I then go into that note and again, go into the search feature within that note and type that same word again. I then have to scroll through my notes which can be quite long to manually find that word which is highlighted.
At the top, it may say that that keyword I’m searching for is listed 4 times. 
I used to be able to hit the arrow next to that key word and have it take me directly to each of those 4 times in that note.  
Please bring that feature back! 

Currently, I have to manually scroll through this lengthy note looking for that word which is highlighted which can be quite time-consuming!

Thanks!",Having to search for a key word TWICE?!!!
Apple App Store,Evernote,User-since-2012,11/29/25 17:30,5,Federico Simionata is a rock star! Evernote is improving every week under his leadership.,Evernote is making all the right moves!
Apple App Store,Evernote,jlgunn727,11/30/25 17:30,5,"Been using for about 9 years and love Evernote! Primarily use for keeping notes on personal stuff- travel, food, gifts, family info.  Some journaling. And also home “admin”stuff. Etc etc I need less filing cabinets in my home office now! 😂 It’s such a great way to keep and organize important notes/info that I don’t want to forget and want to keep all in one place! It’s is much better than apple notes and recently there have been some amazing improvements. I would be lost without it.",Great app!
Apple App Store,Evernote,Robert John Cook,12/1/25 17:30,5,"Try it, you’ll like it:)",Amazing!!!
Apple App Store,Evernote,Peabody42,12/2/25 17:30,5,"The app has gotten better and better over time. It’s faster, has more features, and is my workhorse when it comes to professional productivity. It’s awesome.

Now please add multi-window support for iPad! :)",Big improvements - my go to note taking app
Apple App Store,Evernote,bacar4458,12/3/25 17:30,4,I find Evernote critical to my daily routine!,Used daily
Apple App Store,Evernote,Elenita72,12/4/25 17:30,5,I would be lost without Evernote. Seamless between my iPhone & computer. I’ve been using it for years!,My #1 App
Apple App Store,Evernote,Melkenni,12/5/25 17:30,5,I appreciate how Evernote makes it easy for me to keep track of and retrieve so many of the details of my life.,Living Made Easier
Apple App Store,Evernote,Trami Thuy Nguyen,12/6/25 17:30,5,Evernote app is an awesome!,Evernote app is an awesome!
Apple App Store,Evernote,slamja,12/7/25 17:30,2,The application has become full of features of questionable value and overly costly. As a longtime user the cost  is easily 3x the initial cost.,Overly Expensive
Apple App Store,Evernote,CVP2,12/8/25 17:30,2,Renewed my subscription and was signed out of my account. Unable to sign back in and contacted customer support via email. That was the only option. No chat and not allowed to reply to email from Evernote.  Still trying to log on to my paid account.,Difficult customer support
Apple App Store,Evernote,1950Bob,12/9/25 17:30,4,It would be nice if a “page breaks” option was incorporated into the app to allow for easier printing formatting options.,Page Break
Apple App Store,Evernote,alex37573374,12/10/25 17:30,1,"I’ve been a paying customer since 2011. I used to love evernote. But enough is enough. The app has just become worse and worse over time, to the point where it’s unusable.",Worse and worse
Apple App Store,Evernote,MakikiGirl,12/11/25 17:30,4,"UPDATE 6/10/25: 
Again Evernote is asking me for another review. In my experience nothing has changed from my last review. So I gather they have been improving functions but none of them are improving my experience noticeably. 

I’ve been using Evernote for many, many years. I stand by my prior reviews, they still want us to watch their awful videos in spite of the fact we go into this app to paste a note. MY work and focus has to be interrupted by THEIR need for appreciation. At least we’re not led directly into YouTube like we used to be. 

The outline numbers still are not fixed and when I add a line the outline numbers all turn into 1’s. My clipper still doesn’t work on my Mac hence having to copy/paste. Back to the ‘90’s.

I have to learn Google Drive since that’s what people I work with are using. I wonder if they’ll appreciate my usage more than my longstanding storage app that keeps wanting me to appreciate them without giving me what I want. 


UPDATE 1/22/25: 
As a long time user of Evernote I feel obligated to respond to their request to leave a review. 

I will add one of the stars I deducted last year. They are trying to improve. It’s not as clunky as it became a few years ago. It keeps my notes where I put them and helps me organize them better than other storage options I’ve tried. 

I still have trouble with searching but I get better hits than before. Still not seamless though. 

I dislike being “made to watch” their videos of things they improved by putting a big block to read their notification. I’m your customer, not someone else. If you fix something important to me I will be happy using your product. 

I’ve mentioned this before but let me be more clear:  I don’t want to watch a video about a technical fix.  If the guy who describes them doesn’t improve his communication skills I’m not going to watch his videos. I’m busy too. I went into Evernote to accomplish something important to me and having my attention repeatedly hijacked is making me cross. 

But I will give another star for improvements made and for continuing to try to make this a good app.

Now, can the outline numbers be fixed so they don’t all turn into 1’s and my clipper be made to work on my Mac?

UPDATE 11/22/24: 
I will give the Evernote folks a bit of benefit of doubt. They seem to be trying hard though it’s still in the direction of what they choose to provide. I’m not sure if they really consider what we users want. 

They have been making a lot of improvements, according to their documentation, but I am not seeing much of them. Note taking is a little smoother. Outline and bullet point levels are still clunky and don’t flow from one section to another. 

Instructional videos are still explained in a poorly communicated style. Sorry but if you are going to recommend we watch your videos, I an going to highly recommend whoever is going to explain the updates take Neurolinguistic Programming Trainer’s Training at least Part 1. Or some other professional speech training. 

—————

I used to love Evernote. I have been using it for more than 10 years. I like to use it to save screen shots of things I find online I want to research more on later or organize into a social media post. It works alright for this in a rudimentary way. I am also now using it to take notes as I don’t have Windows for my Mac. It’s not very good for this because I can’t organize the levels of ideas very well in outline format. The numbers and letters don’t track well into the next item on the same level. Sometimes it will want to make all my outline numbers “1” when they should be “2,” “3,” or whatever they should be. And they’ve tried to make us watch the update videos. With all due respect I hardly understand what that guy is saying. He is apparently a subject matter expert… I suggest he take a communication class, practice a bit and hopefully convey to the audience what he means to share. If we have to be trained in how to use a function or we can’t figure it out I think the process needs to have a user advocate. Sad that this app has been changing over the years into something less usable and less useful.",I used to love Evernote.
Apple App Store,Evernote,Jswm2001,12/12/25 17:30,5,Highly recommend,Excellent Notes Organizer!
Apple App Store,Evernote,Fl-Costco-gal,12/13/25 17:30,1,Horrible there is no phone number & restoring to my phone service does NOT exist,customer service
Apple App Store,Evernote,uuklanger,12/14/25 17:30,4,"I used Evernote several years ago and found it to have a lot of problems and a lot of things not compatible with my way of working.  So I left.  Now I am back and there has been a lot of improvements like personal spaces, general UI improvements, calendar improvements, basic AI support, improved import, a forum for feature requests, regular software updates, and a much cleaner look.  I also went back through their tutorials to see how they expected Evernote to be used and found that information beneficial.  I am still not very happy with the pricing but my hope is that they will continue to have promotions to keep members for the long term.  Something that would be great is that after the 3rd year, the price drops from that year onward.",A massive improvement from my past experience
Apple App Store,Evernote,m011Ybee,12/15/25 17:30,5,"The new owner, Bending Spoons, has convinced me that they are serious about making Evernote the very best note taker app. They are constantly updating the app.",Getting much better
Apple App Store,Evernote,AmyC2024,12/16/25 17:30,1,"I used to use this app as my external brain. I could save anything in it and find it again later. I could easily scan documents and automatically save them. 

No more. Despite having paid a premium for the to level of subscription, the most useful features now... just don't work. 

And there's no use in trying to contact customer service. I mean, none. There's no answer or an automated message with irrelevant information. 

Someone please point out the best alternative. I still can't believe they've gone backwards, but then, so has the entire country.","Used to be great, and now gasping for breath"
Apple App Store,Evernote,Sassinsac,12/17/25 17:30,5,"I use Evernote to track of minutia so I don’t have to. It keeps “how to’s,” important detailed info, thoughts on garden plants, home projects, recipes, you name it. It runs on all three of my devices (phone, iPad, laptop) and syncs perfectly between them. Love this app.",Everyday helper
Apple App Store,Evernote,Zellime,12/18/25 17:30,2,This was my favorite app until all phone service was eliminated and the form to fill out instead does not give adequate choices.,Customer service is nil
Apple App Store,Evernote,Scarabidae,12/19/25 17:30,2,"Evernote used to be great. But it looks like the greed mongers took over. Remember the earlier days of iOS apps, where you could get great software for a reasonable price? Now all the good apps are bought out and hidden behind pay walls, which get higher all the time",Crazy Expensive
Apple App Store,Evernote,wvrevdave,12/20/25 17:30,5,The updates have made this the product it always claimed to be. Great job!,Excellent
Apple App Store,Evernote,Master Grogan,12/21/25 17:30,5,Love Evernote. It’s my go to for everything. Thank you so very much.,Love Evernote - My go to for everything
Apple App Store,Evernote,JOAOREINAUXCORDEIRO,12/22/25 17:30,5,Congrats!,Excellent job!
Apple App Store,Evernote,MGC3208,12/23/25 17:30,5,Organization for life. Best I’ve used.,Life changing
Apple App Store,Evernote,john1236543,12/24/25 17:30,1,"Had the free Evernote for several years with all of my passwords. They did an automatic update and erased everything that I had without any warning. I would have been glad to have paid for a subscription if I had known, I was going to lose everything.",Lost everything
Apple App Store,Evernote,paulrobert003,12/25/25 17:30,5,I use Evernote every day for all types of things - work and personal. I am completely reliant on it to keep my life in order. Evernote is a great product and I appreciate all of the upgrades and bug fixes- things just get better and better. Thank you!!!  6 stars,Very happy
Apple App Store,Evernote,Dootydoo,12/26/25 17:30,5,"It helps me organize notes for a hobby. It was easy to learn and is versatile- I can get to data via my phone, iPad or desktop; I’d be lost without it!",So very helpful!
Apple App Store,Evernote,best player in would,12/27/25 17:30,2,"I like that I can scan documents and keep them in Spaces but I want to search across all of my Evernote notebooks to find a word and all the places it’s located. I won’t always remember where a document is located so I want to search across all of my Evernote notebooks. 

I also want to use my Apple pen to write notes like in other writing apps and Apple notes. Then I want Evernote to transcribe my handwriting. Thanks!",Suggestions
Apple App Store,Evernote,toddney43,12/28/25 17:30,1,"I don’t know what Evernote is or does, but today they took $199 out of my account!",?
Apple App Store,Evernote,Sratte,12/29/25 17:30,5,"Recently, I’ve been grappling with the justification of the annual subscription cost for Evernote Personal. 

However, with the recent enhancements that integrate the functionalities of several smaller applications I’ve been using (and paying for), it has become clear that subscribing annually to Evernote Personal is truly a no-brainer.

Evernote Corp is transforming into my comprehensive solution for managing a wide array of tasks. It now serves as a one-stop shop for most of my essential needs, encompassing data organization, intelligent transcription, document scanning, optical character recognition (OCR), editing, task management, strategic planning, and scheduling. 

This consolidation not only simplifies my workflow but also significantly boosts my productivity, allowing me to focus on what truly matters.",Win/win: Thank you!
Apple App Store,Evernote,DrGfiles,12/30/25 17:30,5,I have been a long time user since at least 2010. I actually went to a convention in SF in 2012(met the founder). I am elated that Evernote is going to the next level.consider me part of the loyal fan base.,Long time user
Apple App Store,Evernote,Augustine2025,12/31/25 17:30,5,"A good way to record your ideas, from jogging down a simple sentence to authoring an elaborate article. It allows you to categorize them by your own preference.  Search function makes it easy to dig through long forgotten ideas.  AI tool helps to make your writing more readable and engaging.",Productivity Tool
Apple App Store,Evernote,NeedHim.org,1/1/26 17:30,1,"- not intuitive or user friendly. - if you do a search ring like “to take to Lakehouse”, you’ll get every note that has two, take, two, or Lakehouse in it, instead of the note that “says to take to Lakehouse” on the top of the list. Even when you have the notes downloaded offline the search function won’t work unless data is enabled. All i wanted was a fast searchable note app and they have to throw in every other calendar and useless options that are much better done with other apps, thus slowing down the whole note app due to bloat code. 
I can’t believe how horrible the search function is at in this day and age. FOR A MONTHLY FEE! Also the clairvoyance search function is almost nonexistent. I can’t believe in this day and age that the palm pilot did a better job on searching than Evernote on a phone that has 8-processors. Very sad State of affairs for a paid for app ALSO:","Bloated Code, Not intuitive"
Apple App Store,Evernote,rustyspoken,1/2/26 17:30,5,"Evernote is my North Star. It’s how I plan every day. So it has become the tool to plan my life. Whether it’s a grocery trip, upcoming vacation or a wedding, it keeps me on track. You know those little things that come up at inopportune moments? Oftentimes your best ideas? Some people voice note but what if you can’t start talking? Evernote is the best tool for capturing those raw ideas, feelings and thoughts.
After a decade, I cannot live without it. Its search has enabled me to go back years to find old memories, names and so much more. And that’s why it’s more important than just a notes app. After a decade, it has become a chronicle of my life. 
Just get it.",Evernote is everything you need
Apple App Store,GoodNotes,CanadianNational,1/3/26 17:30,3,"Quite often when I use my stylis to take handwritten notes, it looks like it saves, but it does not. Not quite sure what is going on, but it will erase later notes.",Meh
Apple App Store,GoodNotes,youngneoviper,1/4/26 17:30,1,"The “upgrade” to Goodnotes 6 just dumps this app down the drain. Why should I be paying more money for features I’ve had for years? Why can I upload to or import from Dropbox anymore? It’s mind blowing to me that an app can just remove features we had for years and put it behind a paywall or subscription. I’m sad to move on a delete Goodnotes, but I’m not paying $35 for features I’ve had for free for years.",Eliminated Features in “Upgrade”
Apple App Store,GoodNotes,mlewen,1/5/26 17:30,5,"So thankful for such an amazing app that has allowed me, as an adult, continue my education in a digital world.  Amazing templates and capabilities really make this an all in one app.  No more lugging around tons of books and notebooks- it’s all right here at the weight of your iPad or device you’re using.",Amazing!
Apple App Store,GoodNotes,행복한 독서인,1/6/26 17:30,4,스티커 만드는 그 기능 하나 때문에 굿노트 계속 쓰는 중인데 ㅠㅠ,올가미 스티커 기능 다시 되살려 주세요 ㅠㅠ
Apple App Store,GoodNotes,Maxnwil,1/7/26 17:30,1,"I paid for Goodnotes- I gave them money, they gave me a product. Then they came out with Goodnotes 6, and now the app is trying to scam me into a subscription, where I pay them every month for the thing I already bought. 

If you want me to pay money for new features, that’s great and I love it. But if you want me to pay money to access the features I already purchased (as a lump sum, one time purchase) you’re just another company draining the blood out of the marketplace. 

Would’ve upgraded to Goodnotes 6 a long time ago if they hadn’t moved to a subscription model.

Edit: I’ve updated the review to drop from 2 stars to 1 star, as Goodnotes 5 now has alarming popups that say you can’t use it anymore and you have to update to 6. (You can continue to use it; it’s just lies and deceit.)",Subscription Models are messed up
Apple App Store,GoodNotes,Bhvbdisjbvuifs,1/8/26 17:30,1,"The app has recently become buggy with writing, a slight touch of the hand to the screen when writing with apple pencil causes wild marks to appear. Please fix this asap",Palm recognition
Apple App Store,GoodNotes,Onenoterules,1/9/26 17:30,1,"I had a document that I needed but couldn’t access it without upgrading and paying for Goodnotes 6. My documents are gone. 
The app is also absolutely not worth the money. The note taking qualities are extremely inferior to other note taking apps. Would highly recommend looking into other options of apps for taking notes.",Not worth it
Apple App Store,GoodNotes,Fade1d,1/10/26 17:30,1,"This app has very unfriendly data privacy terms. They do not enable data deletion / account deletion via their mobile app, despite their help center articles saying they do. They also ask you to identify what data you want deleted and where it is stored, when we, as customers, would have no idea of the full universe of data they’ve collected or associated to us. In reality, we are entitled to a data deletion standard in California and should not have to identify what data we want deleted beyond “all of my data”. Their app’s data privacy sheet in the App Store is incorrect and misrepresents how much data they use or collect.",Cannot Delete Data
Apple App Store,GoodNotes,la pix,1/11/26 17:30,4,Decent overall easy to use but crashed twice when I tried to remove a link 💀,It’s okay
Apple App Store,GoodNotes,Farzadkhalili,1/12/26 17:30,5,Very nice and complete,farzad
Apple App Store,GoodNotes,Jennyskins,1/13/26 17:30,1,"I have tried to resolve the writing issue in Goodnotes to no avail. I paid for a yearly subscription but I don’t plan on renewing it after this as Goodnotes has yet to address the issue. (I was only able to use the app a few weeks without issues). 

Using an iPad Pro and Apple Pencil 2, I have absolutely no issues on any other app except Goodnotes. While writing, the app glitches and random lines appear all over the page, and strange ticks appear at the bottom of letters and sometimes letters come out distorted. I have changed the pencil tip, changed settings, restarted iPad, etc. nothing works. The Apple Pencil works perfectly in Procreate, notes app, Notability, etc. Only in Goodnotes it’s a problem. Please fix this issue!!",Consider other note apps
Apple App Store,GoodNotes,Reymii.art,1/14/26 17:30,3,Please add a double page feature and please fix the palm rejection,New needed
Apple App Store,GoodNotes,Ocean448,1/15/26 17:30,1,"I purchased goodnotes premium Feb 2025, however as of June 2025 my premium access has somehow been lost within a few months, I contacted customer support through their only form of contact (email) and have been sending back and forth emails for the past 3 WEEKS, it should not be taking this long, I am currently taking a summer course and my midterm is approaching, I have been heavily reliant on goodnotes premium and when it actually was accessible to be through my one time purchase it was great! But the stress and time that I have been devoting has been insane, as such a popular app there should definitely be much better customer service, I was hoping to love this app and honestly I did, but the customer service needs some real work and being that this is an ap used by students there should not be any difficulties regarding the one time purchase since many people probably invest in it. Also as a student I already do not have that much time, I am beyond disappointed with goodnotes. (Also all of the cute stickers/ templates must be purchased if you do not make custom ones. )",One time purchase
Apple App Store,GoodNotes,Medheeksha,1/16/26 17:30,5,"This is the best app, I was using this to teach my four year old sis a different language. It works so well and u don’t need payment to use the ai feature or just to open the app. It’s also really well made with lots of features (with no payment) Also I haven’t got a add so far and there is a paying thing fr vip but most of the good stuff is with no paying. There is a sign in part before you can use the app. Hope this helps!🙂",The best also no payment
Apple App Store,GoodNotes,rossres,1/17/26 17:30,5,wow it good app loveeeee,me
Apple App Store,GoodNotes,Sev’s Nickname,1/18/26 17:30,1,Huge learning curve and trying to edit text is a pain,Hard to use without mouse
Apple App Store,GoodNotes,Amro samour,1/19/26 17:30,3,Documents crash forcing me to restart the iPad every time this happens,Crash
Apple App Store,GoodNotes,Fishtasticism,1/20/26 17:30,4,"Finally. After trying Noteful (which I do love but it can’t do what I need) and Nebo (hard to beat that infinite canvas), I think Goodnotes is the app I’ve been looking for. You can combine handwritten note pages with pages from PDFs all in one notebook so everything is in one place. So I can scroll from my notes to slides or other documents like a true notebook. Plus, it has a search feature that searches handwriting, type, and PDF pages. 🎉🎉🎉 Customizability is really robust (other than the convert to type feature being pretty buried in context menus and I haven’t found a way to move it.) Love the pen stabilization to make my handwriting cleaner. You can also convert handwriting to text (although with the search feature including handwriting, this isn’t as big a need for me now.) It took a while to discover a two-finger double tap is the shortcut for undo (I’m used to a single two-finger tap to undo). The $12/year price is reasonable, and I like they include a one-time payment option for anyone who loathes living in subscription-land.",Combine note pages and PDFs. Rejoice.
Apple App Store,GoodNotes,灵感的飞,1/21/26 17:30,3,如图 现状笔记软件都要17系统 明明不想升级系统的人这么多 不知道为什么都要搞系统,希望最低系统要求低一点 让我ios16.3也能用
Apple App Store,GoodNotes,hamidrgq,1/22/26 17:30,5,Amazing;)))),Neurosurgeon
Apple App Store,GoodNotes,NyahRoyal,1/23/26 17:30,1,"I’m an adult with adult accounts, and I’ve been trying to sign in with any of my accounts ( Apple ID, google, or Microsoft ) and it won’t let me sign in at all. Keeps giving me Sign in Failed error.  All my credentials are correct, even using my finger print with Apple ID.",First time downloading this app
Apple App Store,GoodNotes,whoknowsiPad,1/24/26 17:30,3,Really wish the flashcards in landscape were larger. The Knew it and Still learning need to be on the side in this view. Where they are now makes the cards smaller in landscape than in portrait.,Flash cards
Apple App Store,GoodNotes,thegeraldkelly,1/25/26 17:30,5,"This app, with the added Apple Pencil, are the best thing for me to take notes, prepare letters, and stay organized..So worth more than the price.",This is  the best app I’ve ever bough
Apple App Store,GoodNotes,Yelp Luver,1/26/26 17:30,1,"I had to upgrade to this version but in less than a month, I’ve experienced so many issues like disappearing written words or texts that do not appear when you convert the file into PDF. The app has shut down on me more than 5 times. There are so much more issues that I have no energy to type them here. If I paid monthly I would have cancelled instantly, but I paid for the year and do not plan to renew. I regret switching to GoodNotes 6. I do hope they make improvements soon.",So many issues
Apple App Store,GoodNotes,jxnni.v,1/27/26 17:30,1,I PAID for Goodnotes 5. Now they want us to pay more for Goodnotes 6? I use this daily to do my assignments and take notes. I’ll be looking for an alternative now.,Seems like a scam
Apple App Store,GoodNotes,VaneLuna<3!@,1/28/26 17:30,1,"Confused why the app is being changed so much. I can’t even get on the latest version (version 6) of the app, to study, without being bombarded with a notification every second about upgrading to their “premium” services. Now we only get 3 free notebook limit, after that, if I want to import, create a new notebook, scan, edit a pdf etc it doesn’t let me because it says I reached my free limit of 3. Not only is that confusing, but also, why toggle between version 5 and 6? Having one version only, while still offering the same free services available that were in version 5 and then offering premium subscription services would make more sense in my opinion. It’s also disappointing how in version 5 of the app, I can’t even do something as simple as creating an account (or basically being logged into my account), to have access to my notes on my phone, iPad, and computer … the only way I can log onto my account is if I am on version 6 of the app. It’s just very confusing. What will happen when version 7 comes out? What will happen to version 5? This worries me as I have years of data and documents in my Goodnotes app and would hate to loose it all. 😞",Loved it before… now not so much
Apple App Store,GoodNotes,mina zina,1/29/26 17:30,5,"I have always dreaded studying because my dad would make me sit at the table with my journal and say “study these notes girl!”. I hated it. When I download this app, I was able to take notes and use flash cards. This is when I started acing all of my tests and I was the topper with the highest average in the sixth grade. I definitely recommend the app Goodnotes 6.",Goodnotes 6
Apple App Store,GoodNotes,Mschne14,1/30/26 17:30,5,"This app has helped my studying so much as someone with adhd, I was constantly losing my paper notes and struggling to write them in an organized way, and being able to lasso and move certain things around with this app has been a lifesaver. I will be using this for the rest of my college experience",AMAZING
Apple App Store,GoodNotes,KieanaRochelle,1/31/26 17:30,5,"I absolutely love Goodnotes, especially with it being able to sync across all my devices, Its a huge help. Also I love the collab feature that I can use with my friends.",Fave
Apple App Store,GoodNotes,TurquoiseRocks,2/1/26 17:30,1,"I bought this app years ago and with the current update, I now only get 3 editable notes unless I pay?! When I already paid initially. Will no longer use.",No longer going to use
Apple App Store,GoodNotes,chr80&,2/2/26 17:30,1,"I have have been using Goodnotes since 2019. Been a loyal user, worked great, had just the right amount of features to allow me to plan, track, and takes notes for everything from school to my personal life. Now they’re forcing me to pay for goodnotes 6 after I purchased goodnotes 5. The app wouldn’t allow me to restore to good notes 5 bc they couldn’t find proof that I had purchased it. PLEASE give me my good notes 5 back so I can continue to use the app in peace",Used to be free
