App,User,Date,Score,Review_ID,Review,Version,Reply
Evernote,Maxx Pawl,2025-06-10 20:56:44,1,62fb491b-a72f-4fa2-b2cc-c38b21487585,idk what happened with the most recent update but I can't find any of my notes. I think you have to search for them instead of just being displayed on the home screen. Also the app is ungodly expensive,10.140.4,
Evernote,Anthony Stanley,2025-06-10 15:24:29,5,ee8e1984-b4aa-45c5-abef-df13ec202b1b,Love Evernotes to death. It's absolutely marvelous.,10.140.4,
Evernote,mustafa Abdulaziz,2025-06-10 11:10:05,1,e6b99704-7150-4271-8d9c-8101697e160a,Expensive paid plans,8.13.3,
Evernote,Nandha kumar Saravanan,2025-06-10 09:12:11,1,53ec8906-d919-4f76-95f0-8d7965f9310d,it's not fare,,
Evernote,A Google user,2025-06-10 07:32:25,1,4941dc85-f169-45e7-962f-5689452ce3ed,"I had the free app for quite a while. For the past year it's been trying to force me to upgrade, by making it more and more difficult to access my notes. Now I've lost access to my notes. Be aware you cannot trust the makers of this app. Bye Evernote, or should I say nevernote.",10.139.1,
Evernote,Queenie CC,2025-06-10 06:41:24,5,7f385ef2-fa17-4978-8833-40a312b849e2,love this app - so powerful,10.140.4,
Evernote,Tân Nguyễn,2025-06-10 05:01:41,1,ca8755f7-40f3-4e9f-8991-b93bb3d56824,Getting bad day by day,10.140.4,
Evernote,BlackBox,2025-06-10 01:06:30,1,5a3da3c6-c23b-4c9d-9523-74c5867d0838,"I really wanted to like this app, especially since it actually has regional pricing. but the app is really slow and the sketch feature just doesn't work at all",10.140.4,
Evernote,Shan,2025-06-09 22:51:17,3,4e1b12d7-f94c-4e0a-acdc-8a3a6e2d3dd8,Removing free note taking options and putting it behind a pay wall without adding any new features has left everyone wanting to use the app less and less,10.139.1,
Evernote,Rhonda Baumann,2025-06-09 22:19:09,1,04b50fcb-9ae2-41fb-bdbb-301988f3128b,App signed me out by itself and now won't give me the option to sign in. How do I get my notes?,10.140.4,
Evernote,Ethan Gallagher,2025-06-09 17:04:10,1,b3f3c654-6bc6-4fa0-b48e-94ff76b72fa0,"awful, so many pay walls",10.140.4,
Evernote,Evan Mallory,2025-06-09 17:01:38,2,05347298-f3f6-4eec-8f7c-831024e6da11,"now they ask me to make an account which I never had to do before, as well as not even letting me use the app because I need to pay, FOR A NOTE APP, and on top of that, I can't see the notes I had previously made so theres all the stuff i had gone, awesome job 👏, other than all that it could be higher if working properly",,
Evernote,Ana Tety,2025-06-09 15:47:19,1,bbe177de-5621-46ba-8751-8c4e08a7179e,"What happened? I'm opening my Evernote like usually and it asks me for a new login, then says your password is too weak and sends me new one with like 15 questions to answer. Really?!.. I do not have time for this noncense. And leave it to me to decide about my password. I need some information right now and instead of smooth work i have to let you know 4 last digits of my credit card, address,... This is nuts. All my friends moved from Evernote years ago, this is time for me to do the same",10.140.4,
Evernote,R Tingley,2025-06-09 13:09:08,1,8d38e55a-02ca-468c-8c31-3f33444885a2,"No warning before requiring subscription and trying to cancel the subscription is ridiculous. Google Play sends you to Evernote website, it sends you to Google Play. Free note apps are much easier to use!",10.140.4,
Evernote,athanika changchaiveerayanon,2025-06-09 12:10:10,1,d4ce34ef-79d7-4efe-8baf-9e0fc29f051f,"I have been using this application for for many years but one day the application is require to sign in again and after that all my saved note are gone. I tried to sending an issue via an application platform but no any human answer, just a auto reply from a server",,
Evernote,Sayantan C,2025-06-09 10:24:43,1,8b45b2c3-6102-4e74-89ab-7e25b44eaa10,Absolute trash that does not even deserve a place in a trash can! If the developers needed that much money they could've just gone for an operation or just sit on the streets! Why ruin an absolutely gorgeous app and call it Made with Love! Bending Spoons... I hope your spoons not only get bent but broken in two in future!,,
Evernote,Roman,2025-06-09 07:00:17,1,9e4e61c0-aea1-4eae-be6d-1d0f8df7aa5c,"Просто ужас сколько багов! ""Этим"" всё сложнее пользоваться. Терпение лопнуло на моменте, где приложение создало (и продолжает создавать) кучу дублей ежедневных заметок! Несколько новых ежедневных заметок каждый час!",,
