App,User,Title,Review,Rating,Date
Evernote,Skaaii,Terrible. Slow like ms outlook and updates always make things worse,"I’ve bee using Evernote for 15 years and at first loved the idea of searchable notes and platform independence, but every year Evernote kept BLOATING the software, adding more features and slowing down the experience. It was supposed to be light and fast and now is a slow and bloated as Microsoft outlook. Notes is on my Mac scroll so slow and flash. Then every few days the app interrupts me to force another worthless (to me) update. If you bring this up with Evernote, they give you some boilerplate excuse about caring and then keep on doing the very thing that makes it worse. I’m only using it now because I’m trappped with hundreds of notes, but as soon as an alternative shows up (platform agnostic, searchable, fast, lightweight and good with long text notes) I’m leaving this horribly bloated app and cancelling my subscription. Evernote doesn’t care, they talk but their actions prove they don’t care.",1,
Evernote,avelan,Product needs so much work,Considered a one star review. Desktop doesn’t work sometimes when WiFi is out. Slow desktop version. Sync across devices sometimes lags. AI search is worse than regular. Reached out to team to give feedback multiple times and never heard back.,3,
Evernote,jbcoulee,Fantastic App,"Indispensable. So many ways to use. So many, many recent improvements. Best note app on the market, but it does so much more!",3,
Evernote,lindamarie22,Love Evernote!,Keeps my life organized & sane,5,
Evernote,guessur,Great app!,Use it everyday. Worth the money.,5,
Evernote,Gbrack95,Needlessly Intrusive,I had to delete it because of how insanely intrusive it is with signing up for a plan. There is no other app out there that is so obnoxious.,1,
Evernote,rmlee86,Constant changes,Considering not renewing my subscription. I had a situation where I needed to record information quickly and was met with what seemed like endless notices before I could do what I needed. I pay a lot for this subscription and want to be left alone. If I want to know what’s new I will ask.,2,
Evernote,C.Oblivion,The most expensive app has no customization.,"Your app has become too feature saturated with no way of removing or hiding unused features such as AI. Having these features on a tool bar at the top of the keyboard creates an unfortunate inconvenience of accidental engagement of an unwanted items. For the price point, I expect more options of customization.",3,
Evernote,Ruler guy,Novice User Review,I love Evernote for its simplicity but its complexity. I don't need the majority of its features but I'm glad I have them. The one thing I don't like is that I can't make PDF's directly on my phone. Huge oversight and something I really need.,5,
Evernote,Joliver332,Worse and worse and unsafe,Every time I launch the app it makes me go to a website to verify my information then it says that the information is not valid so I spend anywhere from 2 to 3 minutes every morning trying to get into the app… then the app wants to update constantly. I spend more time logging in and updating the app than I do taking notes. Given how unattentive and incompetent the development team is… make me wonder if evernote will be around in a year.,1,
Evernote,LSSU1977,Love Love Love Evernote!,I’m always recommending it to everyone. Even people I don’t know!,5,
Evernote,nottidicabiria,Decade user,Use it every day for everything,5,
Evernote,8Fix-this!,Having to search for a key word TWICE?!!!,"When I search for a keyword, it brings up the notes that contain that keyword. I then go into that note and again, go into the search feature within that note and type that same word again. I then have to scroll through my notes which can be quite long to manually find that word which is highlighted.
At the top, it may say that that keyword I’m searching for is listed 4 times. 
I used to be able to hit the arrow next to that key word and have it take me directly to each of those 4 times in that note.  
Please bring that feature back! 

Currently, I have to manually scroll through this lengthy note looking for that word which is highlighted which can be quite time-consuming!

Thanks!",4,
Evernote,User-since-2012,Evernote is making all the right moves!,Federico Simionata is a rock star! Evernote is improving every week under his leadership.,5,
Evernote,jlgunn727,Great app!,"Been using for about 9 years and love Evernote! Primarily use for keeping notes on personal stuff- travel, food, gifts, family info.  Some journaling. And also home “admin”stuff. Etc etc I need less filing cabinets in my home office now! 😂 It’s such a great way to keep and organize important notes/info that I don’t want to forget and want to keep all in one place! It’s is much better than apple notes and recently there have been some amazing improvements. I would be lost without it.",5,
Evernote,Robert John Cook,Amazing!!!,"Try it, you’ll like it:)",5,
Evernote,Peabody42,Big improvements - my go to note taking app,"The app has gotten better and better over time. It’s faster, has more features, and is my workhorse when it comes to professional productivity. It’s awesome.

Now please add multi-window support for iPad! :)",5,
Evernote,bacar4458,Used daily,I find Evernote critical to my daily routine!,4,
Evernote,Elenita72,My #1 App,I would be lost without Evernote. Seamless between my iPhone & computer. I’ve been using it for years!,5,
Evernote,Melkenni,Living Made Easier,I appreciate how Evernote makes it easy for me to keep track of and retrieve so many of the details of my life.,5,
Evernote,Trami Thuy Nguyen,Evernote app is an awesome!,Evernote app is an awesome!,5,
Evernote,slamja,Overly Expensive,The application has become full of features of questionable value and overly costly. As a longtime user the cost  is easily 3x the initial cost.,2,
Evernote,CVP2,Difficult customer support,Renewed my subscription and was signed out of my account. Unable to sign back in and contacted customer support via email. That was the only option. No chat and not allowed to reply to email from Evernote.  Still trying to log on to my paid account.,2,
Evernote,1950Bob,Page Break,It would be nice if a “page breaks” option was incorporated into the app to allow for easier printing formatting options.,4,
Evernote,alex37573374,Worse and worse,"I’ve been a paying customer since 2011. I used to love evernote. But enough is enough. The app has just become worse and worse over time, to the point where it’s unusable.",1,
Evernote,MakikiGirl,I used to love Evernote.,"UPDATE 6/10/25: 
Again Evernote is asking me for another review. In my experience nothing has changed from my last review. So I gather they have been improving functions but none of them are improving my experience noticeably. 

I’ve been using Evernote for many, many years. I stand by my prior reviews, they still want us to watch their awful videos in spite of the fact we go into this app to paste a note. MY work and focus has to be interrupted by THEIR need for appreciation. At least we’re not led directly into YouTube like we used to be. 

The outline numbers still are not fixed and when I add a line the outline numbers all turn into 1’s. My clipper still doesn’t work on my Mac hence having to copy/paste. Back to the ‘90’s.

I have to learn Google Drive since that’s what people I work with are using. I wonder if they’ll appreciate my usage more than my longstanding storage app that keeps wanting me to appreciate them without giving me what I want. 


UPDATE 1/22/25: 
As a long time user of Evernote I feel obligated to respond to their request to leave a review. 

I will add one of the stars I deducted last year. They are trying to improve. It’s not as clunky as it became a few years ago. It keeps my notes where I put them and helps me organize them better than other storage options I’ve tried. 

I still have trouble with searching but I get better hits than before. Still not seamless though. 

I dislike being “made to watch” their videos of things they improved by putting a big block to read their notification. I’m your customer, not someone else. If you fix something important to me I will be happy using your product. 

I’ve mentioned this before but let me be more clear:  I don’t want to watch a video about a technical fix.  If the guy who describes them doesn’t improve his communication skills I’m not going to watch his videos. I’m busy too. I went into Evernote to accomplish something important to me and having my attention repeatedly hijacked is making me cross. 

But I will give another star for improvements made and for continuing to try to make this a good app.

Now, can the outline numbers be fixed so they don’t all turn into 1’s and my clipper be made to work on my Mac?

UPDATE 11/22/24: 
I will give the Evernote folks a bit of benefit of doubt. They seem to be trying hard though it’s still in the direction of what they choose to provide. I’m not sure if they really consider what we users want. 

They have been making a lot of improvements, according to their documentation, but I am not seeing much of them. Note taking is a little smoother. Outline and bullet point levels are still clunky and don’t flow from one section to another. 

Instructional videos are still explained in a poorly communicated style. Sorry but if you are going to recommend we watch your videos, I an going to highly recommend whoever is going to explain the updates take Neurolinguistic Programming Trainer’s Training at least Part 1. Or some other professional speech training. 

—————

I used to love Evernote. I have been using it for more than 10 years. I like to use it to save screen shots of things I find online I want to research more on later or organize into a social media post. It works alright for this in a rudimentary way. I am also now using it to take notes as I don’t have Windows for my Mac. It’s not very good for this because I can’t organize the levels of ideas very well in outline format. The numbers and letters don’t track well into the next item on the same level. Sometimes it will want to make all my outline numbers “1” when they should be “2,” “3,” or whatever they should be. And they’ve tried to make us watch the update videos. With all due respect I hardly understand what that guy is saying. He is apparently a subject matter expert… I suggest he take a communication class, practice a bit and hopefully convey to the audience what he means to share. If we have to be trained in how to use a function or we can’t figure it out I think the process needs to have a user advocate. Sad that this app has been changing over the years into something less usable and less useful.",4,
Evernote,Jswm2001,Excellent Notes Organizer!,Highly recommend,5,
Evernote,Fl-Costco-gal,customer service,Horrible there is no phone number & restoring to my phone service does NOT exist,1,
Evernote,uuklanger,A massive improvement from my past experience,"I used Evernote several years ago and found it to have a lot of problems and a lot of things not compatible with my way of working.  So I left.  Now I am back and there has been a lot of improvements like personal spaces, general UI improvements, calendar improvements, basic AI support, improved import, a forum for feature requests, regular software updates, and a much cleaner look.  I also went back through their tutorials to see how they expected Evernote to be used and found that information beneficial.  I am still not very happy with the pricing but my hope is that they will continue to have promotions to keep members for the long term.  Something that would be great is that after the 3rd year, the price drops from that year onward.",4,
Evernote,m011Ybee,Getting much better,"The new owner, Bending Spoons, has convinced me that they are serious about making Evernote the very best note taker app. They are constantly updating the app.",5,
Evernote,AmyC2024,"Used to be great, and now gasping for breath","I used to use this app as my external brain. I could save anything in it and find it again later. I could easily scan documents and automatically save them. 

No more. Despite having paid a premium for the to level of subscription, the most useful features now... just don't work. 

And there's no use in trying to contact customer service. I mean, none. There's no answer or an automated message with irrelevant information. 

Someone please point out the best alternative. I still can't believe they've gone backwards, but then, so has the entire country.",1,
Evernote,Sassinsac,Everyday helper,"I use Evernote to track of minutia so I don’t have to. It keeps “how to’s,” important detailed info, thoughts on garden plants, home projects, recipes, you name it. It runs on all three of my devices (phone, iPad, laptop) and syncs perfectly between them. Love this app.",5,
Evernote,Zellime,Customer service is nil,This was my favorite app until all phone service was eliminated and the form to fill out instead does not give adequate choices.,2,
Evernote,Scarabidae,Crazy Expensive,"Evernote used to be great. But it looks like the greed mongers took over. Remember the earlier days of iOS apps, where you could get great software for a reasonable price? Now all the good apps are bought out and hidden behind pay walls, which get higher all the time",2,
Evernote,wvrevdave,Excellent,The updates have made this the product it always claimed to be. Great job!,5,
Evernote,Master Grogan,Love Evernote - My go to for everything,Love Evernote. It’s my go to for everything. Thank you so very much.,5,
Evernote,JOAOREINAUXCORDEIRO,Excellent job!,Congrats!,5,
Evernote,MGC3208,Life changing,Organization for life. Best I’ve used.,5,
Evernote,john1236543,Lost everything,"Had the free Evernote for several years with all of my passwords. They did an automatic update and erased everything that I had without any warning. I would have been glad to have paid for a subscription if I had known, I was going to lose everything.",1,
Evernote,paulrobert003,Very happy,I use Evernote every day for all types of things - work and personal. I am completely reliant on it to keep my life in order. Evernote is a great product and I appreciate all of the upgrades and bug fixes- things just get better and better. Thank you!!!  6 stars,5,
Evernote,Dootydoo,So very helpful!,"It helps me organize notes for a hobby. It was easy to learn and is versatile- I can get to data via my phone, iPad or desktop; I’d be lost without it!",5,
Evernote,best player in would,Suggestions,"I like that I can scan documents and keep them in Spaces but I want to search across all of my Evernote notebooks to find a word and all the places it’s located. I won’t always remember where a document is located so I want to search across all of my Evernote notebooks. 

I also want to use my Apple pen to write notes like in other writing apps and Apple notes. Then I want Evernote to transcribe my handwriting. Thanks!",2,
Evernote,toddney43,?,"I don’t know what Evernote is or does, but today they took $199 out of my account!",1,
Evernote,Sratte,Win/win: Thank you!,"Recently, I’ve been grappling with the justification of the annual subscription cost for Evernote Personal. 

However, with the recent enhancements that integrate the functionalities of several smaller applications I’ve been using (and paying for), it has become clear that subscribing annually to Evernote Personal is truly a no-brainer.

Evernote Corp is transforming into my comprehensive solution for managing a wide array of tasks. It now serves as a one-stop shop for most of my essential needs, encompassing data organization, intelligent transcription, document scanning, optical character recognition (OCR), editing, task management, strategic planning, and scheduling. 

This consolidation not only simplifies my workflow but also significantly boosts my productivity, allowing me to focus on what truly matters.",5,
Evernote,DrGfiles,Long time user,I have been a long time user since at least 2010. I actually went to a convention in SF in 2012(met the founder). I am elated that Evernote is going to the next level.consider me part of the loyal fan base.,5,
Evernote,Augustine2025,Productivity Tool,"A good way to record your ideas, from jogging down a simple sentence to authoring an elaborate article. It allows you to categorize them by your own preference.  Search function makes it easy to dig through long forgotten ideas.  AI tool helps to make your writing more readable and engaging.",5,
Evernote,NeedHim.org,"Bloated Code, Not intuitive","- not intuitive or user friendly. - if you do a search ring like “to take to Lakehouse”, you’ll get every note that has two, take, two, or Lakehouse in it, instead of the note that “says to take to Lakehouse” on the top of the list. Even when you have the notes downloaded offline the search function won’t work unless data is enabled. All i wanted was a fast searchable note app and they have to throw in every other calendar and useless options that are much better done with other apps, thus slowing down the whole note app due to bloat code. 
I can’t believe how horrible the search function is at in this day and age. FOR A MONTHLY FEE! Also the clairvoyance search function is almost nonexistent. I can’t believe in this day and age that the palm pilot did a better job on searching than Evernote on a phone that has 8-processors. Very sad State of affairs for a paid for app ALSO:",1,
Evernote,rustyspoken,Evernote is everything you need,"Evernote is my North Star. It’s how I plan every day. So it has become the tool to plan my life. Whether it’s a grocery trip, upcoming vacation or a wedding, it keeps me on track. You know those little things that come up at inopportune moments? Oftentimes your best ideas? Some people voice note but what if you can’t start talking? Evernote is the best tool for capturing those raw ideas, feelings and thoughts.
After a decade, I cannot live without it. Its search has enabled me to go back years to find old memories, names and so much more. And that’s why it’s more important than just a notes app. After a decade, it has become a chronicle of my life. 
Just get it.",5,
GoodNotes,CanadianNational,Meh,"Quite often when I use my stylis to take handwritten notes, it looks like it saves, but it does not. Not quite sure what is going on, but it will erase later notes.",3,
GoodNotes,youngneoviper,Eliminated Features in “Upgrade”,"The “upgrade” to Goodnotes 6 just dumps this app down the drain. Why should I be paying more money for features I’ve had for years? Why can I upload to or import from Dropbox anymore? It’s mind blowing to me that an app can just remove features we had for years and put it behind a paywall or subscription. I’m sad to move on a delete Goodnotes, but I’m not paying $35 for features I’ve had for free for years.",1,
GoodNotes,mlewen,Amazing!,"So thankful for such an amazing app that has allowed me, as an adult, continue my education in a digital world.  Amazing templates and capabilities really make this an all in one app.  No more lugging around tons of books and notebooks- it’s all right here at the weight of your iPad or device you’re using.",5,
GoodNotes,행복한 독서인,올가미 스티커 기능 다시 되살려 주세요 ㅠㅠ,스티커 만드는 그 기능 하나 때문에 굿노트 계속 쓰는 중인데 ㅠㅠ,4,
GoodNotes,Maxnwil,Subscription Models are messed up,"I paid for Goodnotes- I gave them money, they gave me a product. Then they came out with Goodnotes 6, and now the app is trying to scam me into a subscription, where I pay them every month for the thing I already bought. 

If you want me to pay money for new features, that’s great and I love it. But if you want me to pay money to access the features I already purchased (as a lump sum, one time purchase) you’re just another company draining the blood out of the marketplace. 

Would’ve upgraded to Goodnotes 6 a long time ago if they hadn’t moved to a subscription model.

Edit: I’ve updated the review to drop from 2 stars to 1 star, as Goodnotes 5 now has alarming popups that say you can’t use it anymore and you have to update to 6. (You can continue to use it; it’s just lies and deceit.)",1,
GoodNotes,Bhvbdisjbvuifs,Palm recognition,"The app has recently become buggy with writing, a slight touch of the hand to the screen when writing with apple pencil causes wild marks to appear. Please fix this asap",1,
GoodNotes,Onenoterules,Not worth it,"I had a document that I needed but couldn’t access it without upgrading and paying for Goodnotes 6. My documents are gone. 
The app is also absolutely not worth the money. The note taking qualities are extremely inferior to other note taking apps. Would highly recommend looking into other options of apps for taking notes.",1,
GoodNotes,Fade1d,Cannot Delete Data,"This app has very unfriendly data privacy terms. They do not enable data deletion / account deletion via their mobile app, despite their help center articles saying they do. They also ask you to identify what data you want deleted and where it is stored, when we, as customers, would have no idea of the full universe of data they’ve collected or associated to us. In reality, we are entitled to a data deletion standard in California and should not have to identify what data we want deleted beyond “all of my data”. Their app’s data privacy sheet in the App Store is incorrect and misrepresents how much data they use or collect.",1,
GoodNotes,la pix,It’s okay,Decent overall easy to use but crashed twice when I tried to remove a link 💀,4,
GoodNotes,Farzadkhalili,farzad,Very nice and complete,5,
GoodNotes,Jennyskins,Consider other note apps,"I have tried to resolve the writing issue in Goodnotes to no avail. I paid for a yearly subscription but I don’t plan on renewing it after this as Goodnotes has yet to address the issue. (I was only able to use the app a few weeks without issues). 

Using an iPad Pro and Apple Pencil 2, I have absolutely no issues on any other app except Goodnotes. While writing, the app glitches and random lines appear all over the page, and strange ticks appear at the bottom of letters and sometimes letters come out distorted. I have changed the pencil tip, changed settings, restarted iPad, etc. nothing works. The Apple Pencil works perfectly in Procreate, notes app, Notability, etc. Only in Goodnotes it’s a problem. Please fix this issue!!",1,
GoodNotes,Reymii.art,New needed,Please add a double page feature and please fix the palm rejection,3,
GoodNotes,Ocean448,One time purchase,"I purchased goodnotes premium Feb 2025, however as of June 2025 my premium access has somehow been lost within a few months, I contacted customer support through their only form of contact (email) and have been sending back and forth emails for the past 3 WEEKS, it should not be taking this long, I am currently taking a summer course and my midterm is approaching, I have been heavily reliant on goodnotes premium and when it actually was accessible to be through my one time purchase it was great! But the stress and time that I have been devoting has been insane, as such a popular app there should definitely be much better customer service, I was hoping to love this app and honestly I did, but the customer service needs some real work and being that this is an ap used by students there should not be any difficulties regarding the one time purchase since many people probably invest in it. Also as a student I already do not have that much time, I am beyond disappointed with goodnotes. (Also all of the cute stickers/ templates must be purchased if you do not make custom ones. )",1,
GoodNotes,Medheeksha,The best also no payment,"This is the best app, I was using this to teach my four year old sis a different language. It works so well and u don’t need payment to use the ai feature or just to open the app. It’s also really well made with lots of features (with no payment) Also I haven’t got a add so far and there is a paying thing fr vip but most of the good stuff is with no paying. There is a sign in part before you can use the app. Hope this helps!🙂",5,
GoodNotes,rossres,me,wow it good app loveeeee,5,
GoodNotes,Sev’s Nickname,Hard to use without mouse,Huge learning curve and trying to edit text is a pain,1,
GoodNotes,Amro samour,Crash,Documents crash forcing me to restart the iPad every time this happens,3,
GoodNotes,Fishtasticism,Combine note pages and PDFs. Rejoice.,"Finally. After trying Noteful (which I do love but it can’t do what I need) and Nebo (hard to beat that infinite canvas), I think Goodnotes is the app I’ve been looking for. You can combine handwritten note pages with pages from PDFs all in one notebook so everything is in one place. So I can scroll from my notes to slides or other documents like a true notebook. Plus, it has a search feature that searches handwriting, type, and PDF pages. 🎉🎉🎉 Customizability is really robust (other than the convert to type feature being pretty buried in context menus and I haven’t found a way to move it.) Love the pen stabilization to make my handwriting cleaner. You can also convert handwriting to text (although with the search feature including handwriting, this isn’t as big a need for me now.) It took a while to discover a two-finger double tap is the shortcut for undo (I’m used to a single two-finger tap to undo). The $12/year price is reasonable, and I like they include a one-time payment option for anyone who loathes living in subscription-land.",4,
GoodNotes,灵感的飞,希望最低系统要求低一点 让我ios16.3也能用,如图 现状笔记软件都要17系统 明明不想升级系统的人这么多 不知道为什么都要搞系统,3,
GoodNotes,hamidrgq,Neurosurgeon,Amazing;)))),5,
GoodNotes,NyahRoyal,First time downloading this app,"I’m an adult with adult accounts, and I’ve been trying to sign in with any of my accounts ( Apple ID, google, or Microsoft ) and it won’t let me sign in at all. Keeps giving me Sign in Failed error.  All my credentials are correct, even using my finger print with Apple ID.",1,
GoodNotes,whoknowsiPad,Flash cards,Really wish the flashcards in landscape were larger. The Knew it and Still learning need to be on the side in this view. Where they are now makes the cards smaller in landscape than in portrait.,3,
GoodNotes,thegeraldkelly,This is  the best app I’ve ever bough,"This app, with the added Apple Pencil, are the best thing for me to take notes, prepare letters, and stay organized..So worth more than the price.",5,
GoodNotes,Yelp Luver,So many issues,"I had to upgrade to this version but in less than a month, I’ve experienced so many issues like disappearing written words or texts that do not appear when you convert the file into PDF. The app has shut down on me more than 5 times. There are so much more issues that I have no energy to type them here. If I paid monthly I would have cancelled instantly, but I paid for the year and do not plan to renew. I regret switching to GoodNotes 6. I do hope they make improvements soon.",1,
GoodNotes,jxnni.v,Seems like a scam,I PAID for Goodnotes 5. Now they want us to pay more for Goodnotes 6? I use this daily to do my assignments and take notes. I’ll be looking for an alternative now.,1,
GoodNotes,VaneLuna<3!@,Loved it before… now not so much,"Confused why the app is being changed so much. I can’t even get on the latest version (version 6) of the app, to study, without being bombarded with a notification every second about upgrading to their “premium” services. Now we only get 3 free notebook limit, after that, if I want to import, create a new notebook, scan, edit a pdf etc it doesn’t let me because it says I reached my free limit of 3. Not only is that confusing, but also, why toggle between version 5 and 6? Having one version only, while still offering the same free services available that were in version 5 and then offering premium subscription services would make more sense in my opinion. It’s also disappointing how in version 5 of the app, I can’t even do something as simple as creating an account (or basically being logged into my account), to have access to my notes on my phone, iPad, and computer … the only way I can log onto my account is if I am on version 6 of the app. It’s just very confusing. What will happen when version 7 comes out? What will happen to version 5? This worries me as I have years of data and documents in my Goodnotes app and would hate to loose it all. 😞",1,
GoodNotes,mina zina,Goodnotes 6,"I have always dreaded studying because my dad would make me sit at the table with my journal and say “study these notes girl!”. I hated it. When I download this app, I was able to take notes and use flash cards. This is when I started acing all of my tests and I was the topper with the highest average in the sixth grade. I definitely recommend the app Goodnotes 6.",5,
GoodNotes,Mschne14,AMAZING,"This app has helped my studying so much as someone with adhd, I was constantly losing my paper notes and struggling to write them in an organized way, and being able to lasso and move certain things around with this app has been a lifesaver. I will be using this for the rest of my college experience",5,
GoodNotes,KieanaRochelle,Fave,"I absolutely love Goodnotes, especially with it being able to sync across all my devices, Its a huge help. Also I love the collab feature that I can use with my friends.",5,
GoodNotes,TurquoiseRocks,No longer going to use,"I bought this app years ago and with the current update, I now only get 3 editable notes unless I pay?! When I already paid initially. Will no longer use.",1,
GoodNotes,chr80&,Used to be free,"I have have been using Goodnotes since 2019. Been a loyal user, worked great, had just the right amount of features to allow me to plan, track, and takes notes for everything from school to my personal life. Now they’re forcing me to pay for goodnotes 6 after I purchased goodnotes 5. The app wouldn’t allow me to restore to good notes 5 bc they couldn’t find proof that I had purchased it. PLEASE give me my good notes 5 back so I can continue to use the app in peace",1,
GoodNotes,Shani919,Must have,"My house went from paper tornado to everything on my iPad during my last semester of nursing school. You can make flash cards, graphs with straight lines, attach pictures, upload your power points and write on them, could not recommend more!",5,
GoodNotes,BruceJender,Can’t access my notes,"now that Goodnotes 6 is out, I cannot access my notes that I had in 5 because you have to subscribe to even open the app.  It is ridiculous that I cannot view my notes or even export them out of an app that I paid for.",1,
GoodNotes,POONTYKATZ,please fix lasso tool,lasso tool duplicates instead of dragging,1,
GoodNotes,Cherie l d,Goodnotes,Stickers,4,
GoodNotes,ackozen,Too many updates,"I want to like this, but there are way too many constant updates and annoying feature creep.  And, it requires internet connection for the subscription features to work. So if I’m working offline (which, I do) things don’t work correctly",1,
GoodNotes,Katsocool,Update,"I use to love this app, used it daily but I PAID for Goodnotes 5 and I don’t need to be LOCKED out of an app I paid for simply because it wants me to UPGRADE. Terrible practice, please avoid this app and use Notion.",1,
GoodNotes,CBon3SQ,Good app but…,"Always something…. For some reason when using the lasso tool, after moving entities, if I tap on an area where an Image or shape WAS, the image or shape is selected, and everything moves back to where it was, having to go through the process again. Small annoyances add up to a frustrating experience sometimes.",3,
GoodNotes,vixxywixxy,Good note CLOUD,"I absolutely LOVE this app & have been using version 5 for a long time now. Barely got the idea of using it on my windows computer… (apple phone, iPad, etc. however) please please pleaseeeee ROLL OUT the rest of the update for iOS to sync!!! Can’t see any of my notebooks or documents on laptop :( 
Sad day. 

Thank you.",5,
GoodNotes,Prabhu Chowdary,Palm rejection not working,"Stylus and palm rejection used to work flawlessly before February 2025 versions, now there is problem with palm rejection using apple pencil, if I place the palm on the iPad and write, random lines are being drawn on the page. If I lift the palm away and write with the apple pencil, I am able to write what I want.",1,
GoodNotes,Deathy13,I’ve tried very version at this point and it never gets better.,"It’s not user friendly, it’s fairly useless unless you want to be handwriting everything and considering my handwriting becomes illegible on digital it’s pointless.  What’s really sad is the native notes app is better and that one’s free. 
I want to like it but dang for how much effort it takes to be incredibly less effective than anything else, go buy a planner at this point or use the google. Considering that I have been trying since it was first released years ago to like it that is really bad.",2,
GoodNotes,HB<,Just no.,"Capital hungry scoundrels. They ask you your primary workload fore you access the app NOT to make your experience better but to market you templates that range from 5-10 dollars. It is expensive per se but it’s a DIGITAL TEMPLATE. Then the subscription. Having a business model like this is against all academics, professional, and or kids who would ever want to use this app. Obviously it’s popular,  but if the spirit of the company behind this application cared about their consumers, their target audience, they would not have this model. It blows my mind people accept these companies who disrespect the main audience. This is not an app for students, neither is it for anyone other than business-centric operators which by their own advertising seems to be the minority of users. Just use apple notes or one note. PLEASE. Stop losing income you probably really don’t have to subscriptions.",1,
GoodNotes,Hyu Jaynus,Lack of Apple Pencil controls,"One star until they add more Apple Pencil controls. I’d like to be able to, for example, double tap to switch between pen and eraser. I think it’d be very easy and other apps like notability have already done it.",1,
GoodNotes,pled3i,Doesn’t actually back up to icloud,"There is no actual backup to icloud, meaning you may lose access to your notes at any moment. Better to use almost anything else. Once you stop paying, they will delete all your notes immediately.",1,
GoodNotes,tjjny,Switch up :(,"I downloaded this app months ago and used it my fall semester! All features were free and awesome!! I come back and now you have to pay for all features ?? Including importing files? Sucksss so bad, I even recommended this to everyone bc of its awesome free features… lol not anymore!",1,
GoodNotes,Welllllpppppp,6 Year User--Absolutely Disappointed,"I've relied on Goodnotes my entire college career, and even now after I've graduated, I still use Goodnotes for my notes/agendas. I logged into the app today and saw that it'e updating to Goodnotes 6, and that we have to pay AGAIN. I never give ratings but I really don't think this is fair. The reason I used Goodnotes is because I didn't want to subscribe to a notes app like Notability. This was a one time purchase. I'm not going to go through a subscription notes app. It's unfortunate, but I will be downloading 6 years of notes and deleting Goodnotes moving forward.",2,
GoodNotes,EBG068,Loved it until it stopped working my fonts wont get bigger,So upset,3,
GoodNotes,noir707,Apple Pencil Pro Squeeze Not Working,"Goodnotes is my favorite app to use for note taking and journaling. However, the squeeze function to switch from the pen and eraser, etc, still does not work for me. My M4 iPad Pro and Goodnotes app are consistently up to date with software updates. I’ve also restarting the app/my iPad multiple times along with readding my Apple Pencil Pro to my iPad. The squeeze function still does not work. Please fix this.",4,
GoodNotes,Devargas Matias Gottrich,BLOATED,"remove the AI functions, no one uses them, they work terribly, they bloat the app
 also, app is buggy and can not keep up with my simple action workflow without needing to be reset. use Noteful.",2,
GoodNotes,Fun in The Sand,Excellent Program,"The program itself is great. In fact, I would give it 5 stars; however log-in issues with family sharing occur so frequently that I am regretting the purchase.",1,
Bear,perkinsjo,Lifetime Purchase,Need lifetime purchase IMMEDIATELY,4,
Bear,AquaticVictatio,Notes disappeared,"All of my notes that I’ve had for 4 years disappeared due to an “error” and I can’t get them back. Switching to another notes app, what a disappointment.",1,
Bear,anomalight,Almost perfect,"I’ve jumped around lately, trying other note apps, some with calendar integration, some with more features, but ultimately I come back to Bear. The tagging is so easy and clean, the sidebar isn’t cluttered with things I don’t use, and if I capture something quickly and don’t tag it, it’s already in the Untagged area awaiting processing. 

I have two tweaks that would make it 5-star. 1) let me create my own style, including highlight color, UI base color, and the rest. 2) allow for user created templates.",4,
Bear,Ymir E,Greed is a sin,"This is a 5 star app held back by one simple mistake: pricing. I would GLADLY pay this dev a one time double digit fee to flip the switch to use my own iCloud memory to sync notes between my devices, because this app is very intelligently put together. Unfortunately, they are attempting to charge a monthly fee for that service. You might argue that clicking buttons is very difficult and a monthly fee allows the dev to continue doing that full time. I would tell you that this app has received exactly one (very nice) visible improvement during the >2 years that I’ve used it.",3,
Bear,TresAppy459,Password Protected Notes Broke with Update,My password protected notes can only be accessed on one device. Added Bear App to new device and password protected notes show up in the list but are completely blank. Please help.,1,
Bear,RJA709,Love it but please add folders.,"I absolutely love this application, but please add folders. Being able to have multiple different tags grouped together without having to have multiple tags on each note would be fantastic.",4,
Bear,eviln00,Pretty good,"It’s a good app but come on. Make it so when I check something odd, it automatically drops to the bottom. I dint want to switch back to notes but this drives me crazy.",4,
Bear,toko556,great app for keeping track of any information,"bear is not just good for taking notes, its also good for presentations and everyday use.",5,
Bear,PolarBearKev,"Nice UI, horrible UX","Overall, the app presents a visually appealing and thoughtfully designed aesthetic. However, from a functionality standpoint, the experience is significantly lacking. During my evaluation on an iPad, I found the process of attaching photos to a note to be particularly frustrating. The method for adding images from the photo library is far from intuitive—I had to resort to searching google for instructions, which reflects a serious shortcoming in the app’s user experience.

I previously used Bear regularly a couple of years ago and recently decided to revisit it. Unfortunately, it falls short when compared to Apple Notes, both in terms of usability and overall value. The interface feels unnecessarily complicated, and its lack of intuitiveness is a major barrier to productivity. While the app performs well for basic note-taking, any attempt to go beyond that requires external help, which should not be the case in a well-designed product.

There is clear potential here, but the current user experience leaves much to be desired. I strongly recommend investing in more thorough UX research and usability testing to better align the interface with users’ expectations and workflows.",2,
Bear,r91240,Good & Smooth,"Good, smooth app. Super helpful w/ all the extra quirks Apple does not have in notes. Only thing missing is the pinch to zoom like Pages has (for me). I wud give it 5 stars but I feel like customer service could be better. When they wrote back on inquiries there short & not very well explained. Short replies which makes more email response for at least the times I’ve reached out 😞. Other than that wish we had a sync button for manuel faster syncs.",4,
